Comentarios;Comentarios_Limpios;Polaridad;Sentimiento
"hectorfernandotrujillo
👏👏👏👏
1 día1 Me gustaResponder";"hectorfernandotrujillo
👏👏👏👏
1 día1 ";0;Neutral
"arkidwhite
👏🏻👏🏻👏🏻
1 díaResponder";"arkidwhite
👏🏻👏🏻👏🏻
1 díaresponder";0;Neutral
"latataache
Ético…. 😢
1 día1 Me gustaResponder";"latataache
ético…. 😢
1 día1 ";0;Neutral
"sharon_pachecob
No sé puede leer completo 😢
1 díaResponder";"sharon_pachecob
no sé puede leer completo 😢
1 díaresponder";0;Neutral
"elespectador
Por casi cuatro siglos, el comercio transatlántico de esclavos trajo a América casi diez millones de africanos. Sin duda uno de los hechos más despreciables de la historia de la humanidad. Arqueológicamente, es un tema que se ha abordado poco en el continente, a excepción de Brasil, en donde ha dominado la agenda de investigación desde hace varias décadas. Hablamos con Lucio Menezes, historiador de la Universidad Federal de Sergipe, con maestría y doctorado en historia de la Universidad Estadual de Campinas.
1 día";"elespectador
por casi cuatro siglos, el comercio transatlántico de esclavos trajo a américa casi diez millones de africanos. sin duda uno de los hechos más despreciables de la historia de la humanidad. arqueológicamente, es un tema que se ha abordado poco en el continente, a excepción de brasil, en donde ha dominado la agenda de investigación desde hace varias décadas. hablamos con lucio menezes, historiador de la universidad federal de sergipe, con maestría y doctorado en historia de la universidad estadual de campinas.
1 día";0;Neutral
"elespectador
Leonor González Mina, la Negra grande de Colombia, murió este miércoles a los 90 años. Dejó un legado de música, interpretaciones en televisión y un breve paso por la política colombiana. 👇

Nacida el 16 de junio de 1934, Leonor González Mina empezó su carrera como bailarina para el grupo de Ballet Folclórico de Delia y Manuel Zapata Olivella. Durante una presentación en el Teatro Olympia de París, cantó por primera vez. “A mí me tocó cantar ahí porque Manuel Zapata Olivella hacía la presentación de los temas, pero no nos dejaron hacer eso, así que era necesario hacer la presentación continua sin intervenciones de voz, y me pusieron a ser el hilo conductor del espectáculo del grupo”, mencionó en una entrevista que se publicó en El Espectador en mayo de 2016.

Noticia en desarrollo...

Todos los detalles en el link de la biografía
1 día";"elespectador
leonor gonzález mina, la negra grande de colombia, murió este miércoles a los 90 años. dejó un legado de música, interpretaciones en televisión y un breve paso por la política colombiana. 👇

nacida el 16 de junio de 1934, leonor gonzález mina empezó su carrera como bailarina para el grupo de ballet folclórico de delia y manuel zapata olivella. durante una presentación en el teatro olympia de parís, cantó por primera vez. “a mí me tocó cantar ahí porque manuel zapata olivella hacía la presentación de los temas, pero no nos dejaron hacer eso, así que era necesario hacer la presentación continua sin intervenciones de voz, y me pusieron a ser el hilo conductor del espectáculo del grupo”, mencionó en una entrevista que se publicó en el espectador en mayo de 2016.

noticia en desarrollo...

todos los detalles en el link de la biografía
1 día";0;Neutral
"margothisabella
QDEP 🕊🤍✨️
1 día4 Me gustaResponder";"margothisabella
qdep 🕊🤍✨️
1 día4 ";0;Neutral
"lipalome
Dios la tenga en su santa gloria, Q.E.P.D..!!! 🙏🏻
1 día9 Me gustaResponder";"lipalome
dios la tenga en su santa gloria, q.e.p.d..!!! 🙏🏻
1 día9 ";0;Neutral
"isolinanino
😢
1 día2 Me gustaResponder";"isolinanino
😢
1 día2 ";0;Neutral
"isaurasalcedo9
Dale señor el descanso eterno🙏🏻brille para ella la luz perpetua ✨️Descansa en paz🤍✨️💫✨️
1 día8 Me gustaResponder";"isaurasalcedo9
dale señor el descanso eterno🙏🏻brille para ella la luz perpetua ✨️descansa en paz🤍✨️💫✨️
1 día8 ";0;Neutral
"natha_pinto_t
El folklor de luto 😢
1 día19 Me gustaResponder";"natha_pinto_t
el folklor de luto 😢
1 día19 ";0;Neutral
"camilozamora.oficial
Muchas gracias 🙏🏿 ❤️
1 día1 Me gustaResponder";"camilozamora.oficial
muchas gracias 🙏🏿 ❤️
1 día1 ";0;Neutral
"alexrubio1373
Gran artista, llevando el nombre de Colombia desde su esencia misma en cada escenario
1 día1 Me gustaResponder";"alexrubio1373
gran artista, llevando el nombre de colombia desde su esencia misma en cada escenario
1 día1 ";0;Neutral
"oscarborda
Paz en su tumba ,respetos para ella !!🙏🏽
1 día7 Me gustaResponder";"oscarborda
paz en su tumba ,respetos para ella !!🙏🏽
1 día7 ";0;Neutral
"lusstellavargas
Orgullo Colombiano gracias mi negra hermosa por tanto 😍❤️👏👏👏👏
1 día9 Me gustaResponder";"lusstellavargas
orgullo colombiano gracias mi negra hermosa por tanto 😍❤️👏👏👏👏
1 día9 ";0;Neutral
"fermin.vargas
Una mujer maravillosa. Mis condolencias para su familia y el país
23 h1 Me gustaResponder";"fermin.vargas
una mujer maravillosa. mis condolencias para su familia y el país
23 h1 ";0;Neutral
"anamacondo
Grande maestra y referente! Qué gran pérdida para nuestra Colombia 😢
1 día1 Me gustaResponder";"anamacondo
grande maestra y referente! qué gran pérdida para nuestra colombia 😢
1 día1 ";0;Neutral
"feralbarra
Musica que nos enorgullese y nos identifica como Colombianos. Gracias ❤️
1 día1 Me gustaResponder";"feralbarra
musica que nos enorgullese y nos identifica como colombianos. gracias ❤️
1 día1 ";0;Neutral
"elcharlynovoa
Diosa salve a la Reina 💙
1 díaResponder";"elcharlynovoa
diosa salve a la reina 💙
1 díaresponder";0;Neutral
"anatrujillov
😢
1 día1 Me gustaResponder";"anatrujillov
😢
1 día1 ";0;Neutral
"nancybornachera
Descanse en paz
1 día2 Me gustaResponder";"nancybornachera
descanse en paz
1 día2 ";0;Neutral
"elespectador
#PensarConOtros, una apuesta por la ciudadanía y la democracia en América Latina. Este año participaron 823 proyectos de 11 países latinoamericanos, diez de los cuales fueron seleccionados para recibir financiamiento de US$50.000 cada uno.

#ContenidoPatrocinado por @fundacionsura y @fundacionbd
1 día";"elespectador
#pensarconotros, una apuesta por la ciudadanía y la democracia en américa latina. este año participaron 823 proyectos de 11 países latinoamericanos, diez de los cuales fueron seleccionados para recibir financiamiento de us$50.000 cada uno.

#contenidopatrocinado por @fundacionsura y @fundacionbd
1 día";0;Neutral
"elespectador
Aunque se venía especulando desde hace meses con esta noticia, este miércoles trascendió que oficialmente en 2025 se cancelaría el Tour Colombia, la carrera ciclística más importante del país.

La principal razón, argumentan desde la Federación Colombiana de Ciclismo, es la falta de presupuesto para organizar la carrera, pues el Ministerio del Deporte no podría cumplir con los recursos para que se realice el evento.

Aunque todavía no hay un comunicado oficial de ninguna de las dos partes, fuentes cercanas al mundo del ciclismo en Colombia confirman que la noticia es un hecho y será informada en las próximas horas.

Todos los detalles en el link de la biografía
1 día";"elespectador
aunque se venía especulando desde hace meses con esta noticia, este miércoles trascendió que oficialmente en 2025 se cancelaría el tour colombia, la carrera ciclística más importante del país.

la principal razón, argumentan desde la federación colombiana de ciclismo, es la falta de presupuesto para organizar la carrera, pues el ministerio del deporte no podría cumplir con los recursos para que se realice el evento.

aunque todavía no hay un comunicado oficial de ninguna de las dos partes, fuentes cercanas al mundo del ciclismo en colombia confirman que la noticia es un hecho y será informada en las próximas horas.

todos los detalles en el link de la biografía
1 día";0;Neutral
"otto_rafael_rodriguez_m
Que la financie Rigo
1 día34 Me gustaResponder";"otto_rafael_rodriguez_m
que la financie rigo
1 día34 ";0;Neutral
"ohlalaoscar
El gobierno del cambio acabó con todo.
1 día131 Me gustaResponder";"ohlalaoscar
el gobierno del cambio acabó con todo.
1 día131 ";0;Neutral
"spinzon48
El cambio es ahora 😂😂😂😂
1 día8 Me gustaResponder";"spinzon48
el cambio es ahora 😂😂😂😂
1 día8 ";0;Neutral
"pintoernestof
Ese es el efecto Chu, Chu, Chu, de Petrosky, de a poco, va acabando con todo.
1 día16 Me gustaResponder";"pintoernestof
ese es el efecto chu, chu, chu, de petrosky, de a poco, va acabando con todo.
1 día16 ";0;Neutral
"aandres_felippe
A la gente se le olvida que hay una crisis en 3 zonas del país, se necesita ayudar a la gente
1 díaResponder";"aandres_felippe
a la gente se le olvida que hay una crisis en 3 zonas del país, se necesita ayudar a la gente
1 díaresponder";0;Neutral
"juancarloslevis
Luego eso no es un evento privado
1 día16 Me gustaResponder";"juancarloslevis
luego eso no es un evento privado
1 día16 ";0;Neutral
"jhoacycling
Ahí están pintados
1 día5 Me gustaResponder";"jhoacycling
ahí están pintados
1 día5 ";0;Neutral
"x_mike.c
Como toda la plata del deporte se va en los troncos de la selección Colombia
1 día7 Me gustaResponder";"x_mike.c
como toda la plata del deporte se va en los troncos de la selección colombia
1 día7 ";0;Neutral
"juancarloslevis
Desde que el tour Colombia lo crearon, casi no se a corrido por falta de presupuesto
1 día9 Me gustaResponder";"juancarloslevis
desde que el tour colombia lo crearon, casi no se a corrido por falta de presupuesto
1 día9 ";0;Neutral
"davidaor91
😢😢😢😢
1 día1 Me gustaResponder";"davidaor91
😢😢😢😢
1 día1 ";0;Neutral
"_jno86_
Paila
1 día1 Me gustaResponder";"_jno86_
paila
1 día1 ";0;Neutral
"fredy.port
Igual ya no hay emoción.. nuestros capos.. ya participan es en política.
1 día3 Me gustaResponder";"fredy.port
igual ya no hay emoción.. nuestros capos.. ya participan es en política.
1 día3 ";0;Neutral
"andrea_pa87
Tengo rato que no leo un comentario de un petrista 🤔
1 día17 Me gustaResponder";"andrea_pa87
tengo rato que no leo un comentario de un petrista 🤔
1 día17 ";0;Neutral
"steven.hg07
@noticiascaracol y el comunicado oficial ? O están informando a partir de rumores
1 día6 Me gustaResponder";"steven.hg07
@noticiascaracol y el comunicado oficial ? o están informando a partir de rumores
1 día6 ";0;Neutral
"andresgomez05
@gustavopetrourrego eso no pasaba cuando gobernaba la derecha. Para eso esperamos 200 años ?
1 día4 Me gustaResponder";"andresgomez05
@gustavopetrourrego eso no pasaba cuando gobernaba la derecha. para eso esperamos 200 años ?
1 día4 ";0;Neutral
"elespectador
La Corte Constitucional tumbó la creación del Instituto Nacional de Donación y Trasplante de Órganos y Tejidos (INDTOT), que tenía el propósito de ser la entidad que regulara esas actividades en el país. Hasta ahora, ese rol lo viene desempeñando el Instituto Nacional de Salud (INS).

La anulación de su creación, según el Alto Tribunal, fue la inexequibilidad del artículo 162 de la Ley 2294 de 2023, a través del cual se crearía el instituto.

De manera más puntual, la Corte tomó la decisión ya que el Congreso de la República “desconoció los principios de consecutividad e identidad flexible, que dotan de racionalidad y coherencia al trámite legislativo, al incluir la creación del Instituto Nacional de Donación y Trasplante de Órganos y Tejidos mediante una proposición para los debates de las plenarias de Senado y Cámara, sin que se haya comprobado su conexión con los temas discutidos en las sesiones conjuntas de las comisiones correspondientes”, se lee en el Comunicado 51 de la Corte con fecha del 20 y 21 de noviembre.

Todos los detalles en el link de la biografía
1 día";"elespectador
la corte constitucional tumbó la creación del instituto nacional de donación y trasplante de órganos y tejidos (indtot), que tenía el propósito de ser la entidad que regulara esas actividades en el país. hasta ahora, ese rol lo viene desempeñando el instituto nacional de salud (ins).

la anulación de su creación, según el alto tribunal, fue la inexequibilidad del artículo 162 de la ley 2294 de 2023, a través del cual se crearía el instituto.

de manera más puntual, la corte tomó la decisión ya que el congreso de la república “desconoció los principios de consecutividad e identidad flexible, que dotan de racionalidad y coherencia al trámite legislativo, al incluir la creación del instituto nacional de donación y trasplante de órganos y tejidos mediante una proposición para los debates de las plenarias de senado y cámara, sin que se haya comprobado su conexión con los temas discutidos en las sesiones conjuntas de las comisiones correspondientes”, se lee en el comunicado 51 de la corte con fecha del 20 y 21 de noviembre.

todos los detalles en el link de la biografía
1 día";0;Neutral
"cat_stoner
Fácil, se les jode el negocio! Es increíble que algo tan necesario lo deroguen de esa manera
1 día48 Me gustaResponder";"cat_stoner
fácil, se les jode el negocio! es increíble que algo tan necesario lo deroguen de esa manera
1 día48 ";0;Neutral
"amguevara05
😒
1 día1 Me gustaResponder";"amguevara05
😒
1 día1 ";0;Neutral
"fc17_sb
Que ganan con tumbar esas cosas ?
1 día10 Me gustaResponder";"fc17_sb
que ganan con tumbar esas cosas ?
1 día10 ";0;Neutral
"vixxor91
Lo mismo paso con la pensional y la pasaron entonces?
1 día2 Me gustaResponder";"vixxor91
lo mismo paso con la pensional y la pasaron entonces?
1 día2 ";0;Neutral
"mahony.irl
Que tan tercermundista es tu país? Pues:
1 día75 Me gustaResponder";"mahony.irl
que tan tercermundista es tu país? pues:
1 día75 ";0;Neutral
"egogutierrez
😮
1 día1 Me gustaResponder";"egogutierrez
😮
1 día1 ";0;Neutral
"cosaazul
Entiendo el punto, pero en un ámbito tan importante en el que están en juego garantías fundamentales, el derecho sustancial debería primar sobre las formas?
1 día2 Me gustaResponder";"cosaazul
entiendo el punto, pero en un ámbito tan importante en el que están en juego garantías fundamentales, el derecho sustancial debería primar sobre las formas?
1 día2 ";0;Neutral
"peyotigerfury
Facilitan el divorcio pero no la donación de órganos 😂😂😂😂😂
1 día23 Me gustaResponder";"peyotigerfury
facilitan el divorcio pero no la donación de órganos 😂😂😂😂😂
1 día23 ";0;Neutral
"jenny_ij10
Tenaz 😢
1 día2 Me gustaResponder";"jenny_ij10
tenaz 😢
1 día2 ";0;Neutral
"mileyyyyy.88
Tal vez , le afecta el negocio a Alguien.!!
1 día8 Me gustaResponder";"mileyyyyy.88
tal vez , le afecta el negocio a alguien.!!
1 día8 ";0;Neutral
"johanna.chalarca
Yo estoy en esa lista, pero sigo sin entender el artículo, es que el instituto nacional de salud no está haciendo bien el rol? Alguien que me explique con plastilina 😞
1 día4 Me gustaResponder";"johanna.chalarca
yo estoy en esa lista, pero sigo sin entender el artículo, es que el instituto nacional de salud no está haciendo bien el rol? alguien que me explique con plastilina 😞
1 día4 ";0;Neutral
"hunzahua_
Gracias instituciones por
1 día4 Me gustaResponder";"hunzahua_
gracias instituciones por
1 día4 ";0;Neutral
"mianmaro30
Por que es
1 día1 Me gustaResponder";"mianmaro30
por que es
1 día1 ";0;Neutral
"marquez_io
No entiendo, no dejan la eutanasia pero tampoco quieren dejar vivir. Entonces que quieren?
1 día6 Me gustaResponder";"marquez_io
no entiendo, no dejan la eutanasia pero tampoco quieren dejar vivir. entonces que quieren?
1 día6 ";0;Neutral
"andres_f_kqa
Una corte fallando al derecho fundamental de la vida y la salud por un trámite burocrático no tiene sentido la constitución es la defensa de lo fundamental no de lo sustancial
1 día37 Me gustaResponder";"andres_f_kqa
una corte fallando al derecho fundamental de la vida y la salud por un trámite burocrático no tiene sentido la constitución es la defensa de lo fundamental no de lo sustancial
1 día37 ";0;Neutral
"eecolombia2020
El espacio de diálogo socio-jurídico que se adelanta en Quibdó entre el Gobierno, Locos Yam, RPS y Mexicanos avanza en medio de las tensiones.

En diálogo con @eecolombia2020, David Racero, delegado en ese espacio de diálogo, explicó el acompañamiento a los proyectos productivos de las comunidades, la necesidad de disminuir los índices de extorsión y otros temas álgidos en la mesa de conversación.

#ComunidadesQueTransforman

Lea la entrevista completa en la sección Colombia+20 de ELESPECTADOR.COM📲
Editado · 1 día";"eecolombia2020
el espacio de diálogo socio-jurídico que se adelanta en quibdó entre el gobierno, locos yam, rps y mexicanos avanza en medio de las tensiones.

en diálogo con @eecolombia2020, david racero, delegado en ese espacio de diálogo, explicó el acompañamiento a los proyectos productivos de las comunidades, la necesidad de disminuir los índices de extorsión y otros temas álgidos en la mesa de conversación.

#comunidadesquetransforman

lea la entrevista completa en la sección colombia+20 de elespectador.com📲
editado · 1 día";0;Neutral
"rodro_mz
👎
1 día1 Me gustaResponder";"rodro_mz
👎
1 día1 ";0;Neutral
"j_canencio1181
Ya comenzaron a rebuscarse votos para el 2026..
1 día6 Me gustaResponder";"j_canencio1181
ya comenzaron a rebuscarse votos para el 2026..
1 día6 ";0;Neutral
"xexyrdgz
😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡
1 día3 Me gustaResponder";"xexyrdgz
😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡
1 día3 ";0;Neutral
"maowinewood
Este no es el que le pide plata 😂😂😂 #avanzaelcambio
23 h2 Me gustaResponder";"maowinewood
este no es el que le pide plata 😂😂😂 #avanzaelcambio
23 h2 ";0;Neutral
"elizabethgonzalezmantilla
David Racero ????
1 día1 Me gustaResponder";"elizabethgonzalezmantilla
david racero ????
1 día1 ";0;Neutral
"hgamez1973
Para cuando su condena?
1 día1 Me gustaResponder";"hgamez1973
para cuando su condena?
1 día1 ";0;Neutral
"dregdz1978
Que paso con la platica que cobra ???? Eso es lo que queremos saber
1 día2 Me gustaResponder";"dregdz1978
que paso con la platica que cobra ???? eso es lo que queremos saber
1 día2 ";0;Neutral
"alianzaporelcampo
Difuso: ""Excesivamente dilatado, superabundante en palabras""... Muy buen adjetivo para el Dr. Racero y su fallido proyecto político, del que todos comenzarán a huir en menos de 6 meses!
17 h1 Me gustaResponder";"alianzaporelcampo
difuso: ""excesivamente dilatado, superabundante en palabras""... muy buen adjetivo para el dr. racero y su fallido proyecto político, del que todos comenzarán a huir en menos de 6 meses!
17 h1 ";0;Neutral
"faisel.peralta
Pues todos estuvieron de acuerdo en seguir delinquiendo, sembrar coca, sacar oro, comprar armas y repartirsen el botín en Alcaldías y gebernacion
7 hResponder";"faisel.peralta
pues todos estuvieron de acuerdo en seguir delinquiendo, sembrar coca, sacar oro, comprar armas y repartirsen el botín en alcaldías y gebernacion
7 hresponder";0;Neutral
"humbeiro7
Me imagino que este supersenador explotador, ya comenzaría con sus improperios hacia las comunidades que lo mejor de lo producido es para el...
1 día2 Me gustaResponder";"humbeiro7
me imagino que este supersenador explotador, ya comenzaría con sus improperios hacia las comunidades que lo mejor de lo producido es para el...
1 día2 ";0;Neutral
"andresgomez05
@davidracerom instale un fruver en esos territorios y pone a trabajar a su UTL
1 día2 Me gustaResponder";"andresgomez05
@davidracerom instale un fruver en esos territorios y pone a trabajar a su utl
1 día2 ";0;Neutral
"elespectador
El afianzamiento de Armando Benedetti en el círculo de funcionarios que le hablan a Gustavo Petro al oído, pese a tener siete investigaciones pendientes en la justicia y del inconformismo de varios miembros del gabinete, muestra la determinación de un presidente que ha decidido priorizar el pragmatismo por encima del ruido que rodean sus decisiones.

Benedetti ya se apropió de su nuevo cargo, en el que estará al frente de la relación con el Congreso, una tarea que también tiene Juan Fernando Cristo, ministro del Interior. Por ello, desde este martes en la tarde, mientras Petro se reunía con sus ministros, Benedetti caminaba por los pasillos del Capitolio.

Llegó allí un día después de que los ministros Iván Velásquez (Defensa), Gloria Ramírez (Trabajo), Andrés Camacho (Minas), Daniel Rojas (Educación), Juan David Correa (Cultura), la vicepresidenta, Francia Márquez, y encargados de entidades como Gustavo Bolívar (DPS) le pidieran a Petro una cita exigiendo explicaciones por el regreso del ahora exdiplomático al Gobierno.

Todos los detalles en el link de la biografía
1 día";"elespectador
el afianzamiento de armando benedetti en el círculo de funcionarios que le hablan a gustavo petro al oído, pese a tener siete investigaciones pendientes en la justicia y del inconformismo de varios miembros del gabinete, muestra la determinación de un presidente que ha decidido priorizar el pragmatismo por encima del ruido que rodean sus decisiones.

benedetti ya se apropió de su nuevo cargo, en el que estará al frente de la relación con el congreso, una tarea que también tiene juan fernando cristo, ministro del interior. por ello, desde este martes en la tarde, mientras petro se reunía con sus ministros, benedetti caminaba por los pasillos del capitolio.

llegó allí un día después de que los ministros iván velásquez (defensa), gloria ramírez (trabajo), andrés camacho (minas), daniel rojas (educación), juan david correa (cultura), la vicepresidenta, francia márquez, y encargados de entidades como gustavo bolívar (dps) le pidieran a petro una cita exigiendo explicaciones por el regreso del ahora exdiplomático al gobierno.

todos los detalles en el link de la biografía
1 día";0;Neutral
"soy_el_guaca
Alguna diferencia entre izquierda y derecha ?
1 día2 Me gustaResponder";"soy_el_guaca
alguna diferencia entre izquierda y derecha ?
1 día2 ";0;Neutral
"margothisabella
La política del amor puede ser un desafío en una sociedad tan polarizada, donde la división y el conflicto pueden ser insuperables.Sin embargo no se trata de ignorar las diferencias, sino de abordarlos de manera constructiva y respetuosa. #pazverdadera 🇨🇴🕊
1 día2 Me gustaResponder";"margothisabella
la política del amor puede ser un desafío en una sociedad tan polarizada, donde la división y el conflicto pueden ser insuperables.sin embargo no se trata de ignorar las diferencias, sino de abordarlos de manera constructiva y respetuosa. #pazverdadera 🇨🇴🕊
1 día2 ";0;Neutral
"gabriel_pg03
Dime con quien andas…
1 día5 Me gustaResponder";"gabriel_pg03
dime con quien andas…
1 día5 ";0;Neutral
"rosmimorales04
Fuera fuera fuera petro.....👏
1 día28 Me gustaResponder";"rosmimorales04
fuera fuera fuera petro.....👏
1 día28 ";0;Neutral
"jhonnyhernandezteran
¿Inamovibles? Esos son sus cómplices que lo tienen haciendo lo que ellos quieren por lo que saben.
1 día60 Me gustaResponder";"jhonnyhernandezteran
¿inamovibles? esos son sus cómplices que lo tienen haciendo lo que ellos quieren por lo que saben.
1 día60 ";0;Neutral
"otto_rafael_rodriguez_m
Adelante presidente Petro
1 día6 Me gustaResponder";"otto_rafael_rodriguez_m
adelante presidente petro
1 día6 ";0;Neutral
"rosmimorales04
Fuera izquierda
1 día18 Me gustaResponder";"rosmimorales04
fuera izquierda
1 día18 ";0;Neutral
"marthapalacio62
Que cuartel😂😂
1 día13 Me gustaResponder";"marthapalacio62
que cuartel😂😂
1 día13 ";0;Neutral
"denunciasciudadanasbogota
Esos dos le tiene los secretos a Petro tanto que no los deja ir
1 día9 Me gustaResponder";"denunciasciudadanasbogota
esos dos le tiene los secretos a petro tanto que no los deja ir
1 día9 ";0;Neutral
"yazmid.a.galvis
Ahora lloren y sigan diciendo que petro es el mejor presidente jajaj
1 día32 Me gustaResponder";"yazmid.a.galvis
ahora lloren y sigan diciendo que petro es el mejor presidente jajaj
1 día32 ";0;Neutral
"nmunoz2017
Si es un problema Benedetti. El ayudo a ganar las elecciones y cree q tambien tiene derecho a la gobernanza. No supongo como muchos que lo chantajea con guardados. El que este libre de micjs que tire la primera piedra
1 día2 Me gustaResponder";"nmunoz2017
si es un problema benedetti. el ayudo a ganar las elecciones y cree q tambien tiene derecho a la gobernanza. no supongo como muchos que lo chantajea con guardados. el que este libre de micjs que tire la primera piedra
1 día2 ";0;Neutral
"jaimemolinave
BENEDETI NO PUEDE CON SU VIDA NI CON SU ALMA Y QUIERE SER ASESOR.
1 día16 Me gustaResponder";"jaimemolinave
benedeti no puede con su vida ni con su alma y quiere ser asesor.
1 día16 ";0;Neutral
"juancavegaoficial
Ya, dejen de llorar! 😢😢😢😢
1 día3 Me gustaResponder";"juancavegaoficial
ya, dejen de llorar! 😢😢😢😢
1 día3 ";0;Neutral
"mariajosefaangulo
Esos son los que le saben todos los torcidos, toda la corrupción es la complicidad total.
1 día19 Me gustaResponder";"mariajosefaangulo
esos son los que le saben todos los torcidos, toda la corrupción es la complicidad total.
1 día19 ";0;Neutral
"ariza4989
Estamos en el país de las maravillas, muchas investigaciones y no pasa nada, igual que petroski
1 día1 Me gustaResponder";"ariza4989
estamos en el país de las maravillas, muchas investigaciones y no pasa nada, igual que petroski
1 día1 ";0;Neutral
"elespectador
En el marco actual de la violencia contra la mujer, es importante resaltar mecanismos de protección como lo es el equipo de Enlaces “Sofías”.

El cual es conformado por 20 profesionales de distintas áreas como sociología, antropología, trabajo social, derecho, psicología y licenciatura en educación. Con base a las áreas mencionadas, los funcionarios son asignados a una localidad y a partir de su conocimiento y sensibilidad se contribuye a la lucha en contra de la violencia contra la mujer. De esa manera, se dará un trabajo desde el territorio, para así garantizar los derechos de la mujer de acuerdo a sus necesidades.

Los enlaces “Sofías” lideran la implementación de los Consejos y Planes Locales de Seguridad para las mujeres en las localidades. Lo anterior, está pensando a partir de tres líneas de acción, los cuales permiten abordar las violencias, el espacio público, el espacio privado y la prevención del delito de feminicidio.

📌Todos los detalles en el link de la biografía
1 día";"elespectador
en el marco actual de la violencia contra la mujer, es importante resaltar mecanismos de protección como lo es el equipo de enlaces “sofías”.

el cual es conformado por 20 profesionales de distintas áreas como sociología, antropología, trabajo social, derecho, psicología y licenciatura en educación. con base a las áreas mencionadas, los funcionarios son asignados a una localidad y a partir de su conocimiento y sensibilidad se contribuye a la lucha en contra de la violencia contra la mujer. de esa manera, se dará un trabajo desde el territorio, para así garantizar los derechos de la mujer de acuerdo a sus necesidades.

los enlaces “sofías” lideran la implementación de los consejos y planes locales de seguridad para las mujeres en las localidades. lo anterior, está pensando a partir de tres líneas de acción, los cuales permiten abordar las violencias, el espacio público, el espacio privado y la prevención del delito de feminicidio.

📌todos los detalles en el link de la biografía
1 día";-0,255555556;Negativo
"karo_robayo
Somos mujeres, somos LAS enlaces, LAS profesionales…
1 día10 Me gustaResponder";"karo_robayo
somos mujeres, somos las enlaces, las profesionales…
1 día10 ";0;Neutral
"kajomecu
Y les faltan profesionales y hacerlo realidad. Porque muy bonito en el papel y las palabras, pero necesitamos hechos.
1 día1 Me gustaResponder";"kajomecu
y les faltan profesionales y hacerlo realidad. porque muy bonito en el papel y las palabras, pero necesitamos hechos.
1 día1 ";0;Neutral
"howemetyou
Es LAS ENLACES Y LAS FUNCIONARIAS 🗣️
1 día5 Me gustaResponder";"howemetyou
es las enlaces y las funcionarias 🗣️
1 día5 ";0;Neutral
"jesiroa_aguapagana
LAS Enlaces, LAS funcionarias. Reconozcan la estrategia y a quiénes la componen.
1 día5 Me gustaResponder";"jesiroa_aguapagana
las enlaces, las funcionarias. reconozcan la estrategia y a quiénes la componen.
1 día5 ";0;Neutral
"dr_angarita_
Ninguna funciona ! 🤷🏻‍♂️
15 hResponder";"dr_angarita_
ninguna funciona ! 🤷🏻‍♂️
15 hresponder";0;Neutral
"solyluna.418
❗️Mi una más❗️
1 díaResponder";"solyluna.418
❗️mi una más❗️
1 díaresponder";0;Neutral
"luisafvaronr
Hasta donde sé, son todas mujeres. Me parece que la fuente de la información tuvo que haber sido muy clara. LAS enlace Sofia. Y son de la SDMujer
1 díaResponder";"luisafvaronr
hasta donde sé, son todas mujeres. me parece que la fuente de la información tuvo que haber sido muy clara. las enlace sofia. y son de la sdmujer
1 díaresponder";0;Neutral
"diegonoo2
Otra estrategia destinada al fracaso.
1 día3 Me gustaResponder";"diegonoo2
otra estrategia destinada al fracaso.
1 día3 ";0;Neutral
"colectivomujeresnlbog
Ni una más
Ni una menos 💜
1 díaResponder";"colectivomujeresnlbog
ni una más
ni una menos 💜
1 díaresponder";0;Neutral
"you_ja90
Otra minoría tratando de imponer su fracaso en el amor 😂😂😂😂
1 día2 Me gustaResponder";"you_ja90
otra minoría tratando de imponer su fracaso en el amor 😂😂😂😂
1 día2 ";0;Neutral
"recuerdaquiensos
Digale a las CANTANTES que dejen de Sexualizar a las niñas con las letras de las Canciones
1 díaResponder";"recuerdaquiensos
digale a las cantantes que dejen de sexualizar a las niñas con las letras de las canciones
1 díaresponder";0;Neutral
"uno.dos.ultraviolento
Padres, hay que estar presentes en las vidas de nuestras hijas, para evitar que crezcan con odio hacia la figura masculina.
1 díaResponder";"uno.dos.ultraviolento
padres, hay que estar presentes en las vidas de nuestras hijas, para evitar que crezcan con odio hacia la figura masculina.
1 díaresponder";0;Neutral
"wolf2021202113
😂😂😂😂😂😂😂😂😂😂 Aja , les encanta q las traten mal
23 hResponder";"wolf2021202113
😂😂😂😂😂😂😂😂😂😂 aja , les encanta q las traten mal
23 hresponder";0;Neutral
